timestamp,temperature,humidity,tempClass,hours_from_start,is_daytime,after_12h,temperature_rolling,humidity_diff_next,temp_humidity_flag
2025-10-30 08:00:00,22.99,46.09,medium,0.0,True,False,22.99,1.6700000000000017,False
2025-10-30 08:05:00,22.47,44.42,medium,0.08333333333333333,True,False,22.729999999999997,-4.939999999999998,False
2025-10-30 08:10:00,22.86,49.36,medium,0.16666666666666666,True,False,22.77333333333333,2.039999999999999,False
2025-10-30 08:15:00,22.77,47.32,medium,0.25,True,False,22.7725,4.009999999999998,False
2025-10-30 08:20:00,21.76,43.31,medium,0.3333333333333333,True,False,22.57,-3.0700000000000003,False
2025-10-30 08:30:00,22.46,46.38,medium,0.5,True,False,22.464000000000002,0.1600000000000037,False
2025-10-30 08:35:00,23.1,46.22,medium,0.5833333333333334,True,False,22.59,0.1599999999999966,False
2025-10-30 08:40:00,23.02,46.06,medium,0.6666666666666666,True,False,22.622000000000003,-1.2199999999999989,False
2025-10-30 08:45:00,22.38,47.28,medium,0.75,True,False,22.544,1.1499999999999986,False
2025-10-30 08:50:00,22.34,46.13,medium,0.8333333333333334,True,False,22.660000000000004,-3.6199999999999974,False
2025-10-30 08:55:00,22.63,49.75,medium,0.9166666666666666,True,False,22.655,2.210000000000001,False
2025-10-30 09:00:00,22.67,47.54,medium,1.0,True,False,22.689999999999998,2.8699999999999974,False
2025-10-30 09:05:00,22.72,44.67,medium,1.0833333333333333,True,False,22.626666666666665,-2.8999999999999986,False
2025-10-30 09:10:00,22.51,47.57,medium,1.1666666666666667,True,False,22.541666666666668,-0.28000000000000114,False
2025-10-30 09:15:00,22.52,47.85,medium,1.25,True,False,22.564999999999998,3.1499999999999986,False
2025-10-30 09:25:00,22.0,44.7,medium,1.4166666666666667,True,False,22.484,-1.3599999999999994,False
2025-10-30 09:30:00,22.77,46.06,medium,1.5,True,False,22.503999999999998,-2.6199999999999974,False
2025-10-30 09:35:00,22.65,48.68,medium,1.5833333333333333,True,False,22.49,3.740000000000002,False
2025-10-30 09:40:00,21.65,44.94,medium,1.6666666666666667,True,False,22.318,0.30999999999999517,False
2025-10-30 09:45:00,22.29,44.63,medium,1.75,True,False,22.272,-2.5700000000000003,False
2025-10-30 09:50:00,22.7,47.2,medium,1.8333333333333333,True,False,22.343333333333334,-0.4799999999999969,False
2025-10-30 09:55:00,22.1,47.68,medium,1.9166666666666667,True,False,22.36,1.759999999999998,False
2025-10-30 10:00:00,22.69,45.92,medium,2.0,True,False,22.346666666666664,1.0300000000000011,False
2025-10-30 10:05:00,22.83,44.89,medium,2.0833333333333335,True,False,22.376666666666665,-3.019999999999996,False
2025-10-30 10:10:00,22.27,47.91,medium,2.1666666666666665,True,False,22.48,-1.2900000000000063,False
2025-10-30 10:15:00,22.03,49.2,medium,2.25,True,False,22.436666666666667,2.8700000000000045,False
2025-10-30 10:20:00,22.87,46.33,medium,2.3333333333333335,True,False,22.465000000000003,-2.3400000000000034,False
2025-10-30 10:25:00,22.44,48.67,medium,2.4166666666666665,True,False,22.521666666666665,2.530000000000001,False
2025-10-30 10:30:00,22.87,46.14,medium,2.5,True,False,22.551666666666666,-0.740000000000002,False
2025-10-30 10:35:00,22.38,46.88,medium,2.5833333333333335,True,False,22.47666666666667,0.4000000000000057,False
2025-10-30 10:40:00,22.2,46.48,medium,2.6666666666666665,True,False,22.465000000000003,0.6899999999999977,False
2025-10-30 10:45:00,23.0,45.79,medium,2.75,True,False,22.626666666666665,-1.4100000000000037,False
2025-10-30 10:50:00,21.27,47.2,medium,2.8333333333333335,True,False,22.36,0.6799999999999997,False
2025-10-30 10:55:00,22.7,46.52,medium,2.9166666666666665,True,False,22.403333333333336,-0.38999999999999346,False
2025-10-30 11:00:00,22.77,46.91,medium,3.0,True,False,22.386666666666667,-4.310000000000002,False
2025-10-30 11:05:00,22.8,51.22,medium,3.0833333333333335,True,False,22.456666666666667,7.93,False
